Line;KM;Stop name;Befestigung text;Befestigung Auswahl;Type of display;Mounted on;Lighting;Second hand;EIGENTuMER;ANTEIL EIGENTUM;EIGENTuMER GRUPPE;IH-EA;IH-TC;FID;Geopos
310;26.012;Interlaken West;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858859;46.68263450939428,7.85125453518226
310;28.108;Interlaken Ost;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38859958;46.69102146325588,7.870826883683961
320;4.591;Wimmis;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859729;46.67556652762257,7.635011508551665
320;34.914;Zweisimmen;Seitlich;Seitlich;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;226863621;46.55330534985279,7.375342090735202
410;43.004;Wangen bei Olten;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853213;47.341515187301944,7.868891034581929
410;49.094;Egerkingen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850638;47.31488771825539,7.799052926596197
410;51.384;Oberbuchsiten;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853602;47.30528131512683,7.772264565630056
410;70.336;Luterbach-Attisholz;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850477;47.217329713879245,7.583575313470611
410;70.362;Luterbach-Attisholz;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850480;47.21705035956532,7.58341533664067
410;70.386;Luterbach-Attisholz;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;171096423;47.21708238622765,7.583028907812878
410;73.766;Solothurn;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38854695;47.20419943856518,7.543398490972172
410;73.818;Solothurn;an Wand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;42764122;47.20431104964862,7.542662765790615
410;75.639;Solothurn Allmend;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kippstander;;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;125447767;47.20880039246168,7.521601379540099
410;76.686;Bellach;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kippstander;;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;124682618;47.20882549524494,7.507783182193862
415;80.206;Solothurn;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38856007;47.203983580175645,7.543919642229397
415;95.733;Buren an der Aare;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858074;47.13801802075493,7.370963562451268
420;9.644;Oberdorf SO;Seitlich;Seitlich;Beidseitig;;;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;169840240;47.23594939890289,7.493704660983409
420;13.623;Gansbrunnen;Haengend;Haengend;Beidseitig;Gebaeude;;ja;BLS Netz AG;100;BLS;West > Biel;West > Biel;169840506;47.26562854883155,7.464960302242321
420;17.769;Cremines;Haengend;Haengend;Beidseitig;;;ja;BLS Netz AG;100;BLS;West > Biel;West > Biel;169876695;47.28561541265265,7.435457295954279
421;8.148;Wiler;Haengend;Haengend;Beidseitig;;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;155638379;47.152399501552374,7.555786956680448
421;8.208;Wiler;Seitlich;Seitlich;Beidseitig;;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;62769122;47.15188357906434,7.55551796014325
421;10.694;Utzenstorf;Seitlich;Seitlich;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;152049122;47.129637435624424,7.55362561863274
421;14.613;Aefligen;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;134169378;47.09539387340152,7.5597650390634215
430;2.566;Schafhausen i.E.;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858609;46.99443163779614,7.656742308246842
430;6.831;Bigenthal;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858605;46.96540277731147,7.62339102372434
430;14.659;Grosshochstetten;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860324;46.90468781283905,7.634990054421531
430;18.763;Konolfingen;Stehend;Stehend;Einseitig;;;ja;SBB Konzern;100;SBB;Mitte > Bern;Mitte > Bern;265598302;46.88027666053501,7.621430394742688
430;19.969;Stalden i.E.;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860087;46.87082061619311,7.622898894370827
430;26.086;Brenzikofen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;283268376;46.81837802950404,7.610781484644236
440;24.411;Oberburg;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38861275;47.03992817511001,7.62932094258681
440;24.94;Oberburg;Hauswand;ANDERE;Einseitig;Gebaeude;nein;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860333;47.03576809023117,7.63264067881726
440;25.034;Oberburg;Hauswand;ANDERE;Einseitig;;nein;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860338;47.03518055353703,7.633556102714532
440;30.252;Lutzelfluh-Goldbach;Seitlich;Seitlich;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;38859608;47.00497252848625,7.682669745529586
441;1.526;Langenthal Sud;Seitlich;Seitlich;Einseitig;;;nein;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;159591621;47.20539584208312,7.780183426519582
441;8.459;Kleindietwil;Seitlich;Seitlich;Beidseitig;;;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;250515342;47.14606702419389,7.791128048820259
442;4.641;Sumiswald-Grunen;Haengend;Haengend;Beidseitig;;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;256580423;47.02551071068935,7.7372779795860716
445;0.157;Huttwil;ANDERE;ANDERE;Einseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;210448319;47.1144260318632,7.8446739626296615
445;14.667;Willisau;Stehend;Stehend;Einseitig;Gebaeude;ja;ja;BLS Netz AG;100;BLS;Mitte > Luzern;Mitte > Luzern;160269931;47.12269726792036,7.996554589771798
445;20.67;Menznau;;;Beidseitig;Dach_BE PD;ja;ja;BLS Netz AG;100;BLS;Mitte > Luzern;Mitte > Luzern;253944904;47.083180296068434,8.041619213847072
445;25.24;Wolhusen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1 AG - NG;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38849315;47.05560936894337,8.079529535173883
450;52.226;Murgenthal;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850877;47.26534347516231,7.832100430230106
450;52.238;Murgenthal;Seitlich;Seitlich;Beidseitig;Mast 49;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850872;47.2651874758347,7.832107184628892
450;59.079;Langenthal;;ANDERE;Beidseitig;Dach_BE Perrondach OJB;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849544;47.21773630762493,7.78475195707076
450;59.098;Langenthal;;ANDERE;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849538;47.21737789936668,7.784855149405309
450;66.699;Herzogenbuchsee;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38855939;47.18825029226865,7.70085119324666
450;66.82;Herzogenbuchsee;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850584;47.187867329397136,7.700863716313801
450;83.454;Burgdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 5;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859196;47.06076190981689,7.620859894230572
450;86.625;Lyssach;Seitlich;Seitlich;Beidseitig;Mast 99;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38856777;47.06320922871374,7.580591014004265
450;94.911;Schonbuhl SBB;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857113;47.01892551112965,7.498978747707452
450;98.806;Zollikofen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38856259;47.00178592262093,7.463100267554682
450;102.883;Bern Wankdorf;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kippstander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857798;46.96794170967004,7.466354679252462
450;106.119;Bern;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;SBB Konzern;100;SBB;Mitte > Bern;Mitte > Bern;272349404;46.9495817579435,7.438842829678485
450;106.121;Bern;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;SBB Konzern;100;SBB;Mitte > Bern;Mitte > Bern;272349398;46.94936632502865,7.439131962551333
460;12.975;Worb SBB;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857618;46.91527360779872,7.564683887889175
460;17.195;Tagertschi;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858223;46.8825181981438,7.580725637829183
460;24.332;Zaziwil;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;44465492;46.8996156747188,7.663010508999302
460;27.267;Bowil;Seitlich;Seitlich;Beidseitig;Mast 25;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857752;46.89999347732395,7.697953037030879
460;37.455;Langnau i.E.;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858249;46.939206896734696,7.783935578100954
460;52.164;Escholzmatt;Haengend;Haengend;Beidseitig;Dach_BE Perrondach beim AG;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38857104;46.915124375544806,7.936352205429234
460;60.043;Schupfheim;Haengend;Haengend;Beidseitig;Dach_BE Kundencenterdach;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38857293;46.95047449431227,8.015084512511915
460;76.155;Werthenstein;Seitlich;Seitlich;Beidseitig;Kandelaber;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38859200;47.057020113104535,8.101971218200116
460;83.148;Malters;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38859775;47.0385463844749,8.182434857630321
469;57.755;Brienz;Seitlich;Seitlich;Beidseitig;Mast 33;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38857785;46.754670287981746,8.03904277465067
469;65.02;Oberried am Brienzersee;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38854747;46.7365501977681,7.958876448706202
469;68.307;Niederried;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38854743;46.71642103672552,7.928709600631143
469;71.005;Ringgenberg;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38854240;46.70383538519263,7.89981275235813
469;73.89;Interlaken Ost [Gleis 3-4];Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;215638766;46.69086703846734,7.870721470857595
470;0.349;Luzern;;;Einseitig;Ausruestungsstaender Andere;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;147021102;47.04822164790343,8.311094920389985
470;1.938;Luzern Allmend/Messe;Haengend;Haengend;Beidseitig;Tunnel_Bauabschnitt;ja;ja;Zentralbahn;100;weitere KTUs;Mitte > Luzern;Mitte > Luzern;136028706;47.035346555261356,8.303606665979068
470;2.969;Kriens Mattenhof;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Candelabre <6m;ja;ja;Zentralbahn;100;weitere KTUs;Mitte > Luzern;Mitte > Luzern;38858743;47.02697194627665,8.302262648895468
470;14.897;Alpnach Dorf;Haengend;Haengend;Beidseitig;Dach_BE PD02;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;184695292;46.94040959419043,8.275244798415834
470;20.614;Sarnen;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Candelabre <6m;;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;214757675;46.89493423315926,8.247581885564454
470;25.401;Ewil Maxon;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Candelabre <6m;ja;ja;Zentralbahn;100;weitere KTUs;Mitte > Luzern;Mitte > Luzern;38858135;46.860603341596004,8.21851866128392
470;40.109;Brunig-Hasliberg;Seitlich;Seitlich;Beidseitig;Mast 16;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38854849;46.7576090685355,8.138277985576028
480;0.052;Hergiswil NW;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38855113;46.982186618339874,8.309791339048461
480;5.815;Stans;Seitlich;Seitlich;;Mast 7;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38858454;46.95830523783933,8.36633614983351
500;0.0;Basel SBB;an Wand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38858287;47.54717655840368,7.589364304745689
500;0.0;Basel SBB;an Wand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38858300;47.54696861293067,7.588940037792772
500;0.0;Basel SBB;an Wand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38861210;47.54703649478339,7.589255887221146
500;0.114;Basel SBB;Haengend;Haengend;Beidseitig;Fahrleitungsjoch;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856421;47.54643259819217,7.590538588793856
500;0.278;Basel SBB;Seitlich;Seitlich;Beidseitig;Bruecke_Baueinheit;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38857095;47.546060765645926,7.592692013868531
500;0.59;Basel SBB;Stehend;Stehend;Beidseitig;Mast 118A;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856806;47.54497096092917,7.596509846043855
500;6.809;Pratteln;Stehend;Stehend;Beidseitig;Mast 869;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855689;47.526200209268076,7.671681500134328
500;8.343;Pratteln;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38861052;47.52279719367434,7.690894378105601
500;8.343;Pratteln;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38859459;47.52292318097827,7.690902130936849
500;12.173;Frenkendorf-Fullinsdorf;Haengend;Haengend;Beidseitig;Dach_BE Hausperrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38851173;47.50170727341682,7.719067928175049
500;14.289;Liestal;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Basel;Mitte > Olten & Basel;185192867;47.48498996809737,7.730509624771051
500;17.032;Lausen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38858824;47.470380400858694,7.7596574301717895
500;19.145;Itingen;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38857038;47.46744503745882,7.787183734332961
500;39.152;Olten;Haengend;Haengend;Beidseitig;Dach_BE Aussenperrondach;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853481;47.35216203935174,7.908397738689153
500;39.335;Olten;Haengend;Haengend;Beidseitig;Dach_BE Aussenperrondach;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853478;47.35150737715063,7.908277918553624
500;39.353;Olten;Haengend;Haengend;Beidseitig;Dach_BE Perronhalle 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853469;47.351386623383426,7.907893238641869
500;39.366;Olten;Seitlich;Seitlich;Einseitig;Mast 682;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;156329395;47.35122155726781,7.908225323075993
500;52.978;Reiden;Haengend;Haengend;Beidseitig;Ausruestungsstaender Kippstander;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;264660160;47.24160798869251,7.968715845182134
500;58.599;Nebikon;Seitlich;Seitlich;Beidseitig;Mast 17A;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853076;47.193387286986166,7.977289965553894
500;58.759;Nebikon;Haengend;Haengend;Beidseitig;Dach_BE Perronach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38850731;47.19222383369754,7.977527645267414
500;73.817;Nottwil;;UNBEKANNT;Beidseitig;Mast 29;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38851999;47.13868239955082,8.139080964945467
500;90.131;Emmenbrucke;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856540;47.07105051196267,8.282211032540522
500;90.181;Emmenbrucke;;UNBEKANNT;;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38852293;47.07064455780029,8.282542543957812
500;90.191;Emmenbrucke;;UNBEKANNT;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38852297;47.07049670555236,8.282502469829987
500;94.848;Luzern;Haengend;Haengend;Beidseitig;Dach_BE Zungendach Perron 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856354;47.04798352652063,8.310468376296203
500;94.85;Luzern;;;Einseitig;Ausruestungsstaender Andere;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;147021070;47.04801733629787,8.310653780851837
500;94.918;Luzern;Haengend;Haengend;Beidseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;147020976;47.04857729376622,8.309910517747943
500;94.99;Luzern;Haengend;Haengend;Beidseitig;Dach_BE Perronhalle 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856308;47.04924589738379,8.310216380433738
500;94.99;Luzern;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856304;47.04921180833674,8.309768918993875
500;95.087;Luzern;;;Einseitig;;nein;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052304;47.050122125348366,8.310177577084602
500;95.093;Luzern;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052312;47.05020128257395,8.3104790576014
500;95.093;Luzern;;;Beidseitig;Gebaeude;ja;;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38859207;47.05014558385504,8.309580267952125
500;95.093;Luzern;;;Einseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052944;47.05017800613669,8.309189669147882
500;95.093;Luzern;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052311;47.050174073526094,8.310125578756777
500;95.093;Luzern;;;Einseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052942;47.050166583825636,8.30920007856615
501;6.771;Muttenz;Stehend;Stehend;Beidseitig;Mast 522;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855658;47.53077387928875,7.658003997882737
503;21.153;Sissach;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38858520;47.462423276545934,7.812549576360508
503;23.719;Diepflingen;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Andere;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38860004;47.44943162425801,7.837881057224815
503;30.817;Laufelfingen;Seitlich;Seitlich;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38857109;47.39219237463302,7.8562779769137645
503;38.609;Olten;Seitlich;Seitlich;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38856989;47.35864683049871,7.909595622826776
510;141.754;Basel SBB;Haengend;Haengend;Beidseitig;Mast 610;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856793;47.54797996346575,7.583736598879925
510;142.072;Basel SBB;Wand;ANDERE;Einseitig;Gebaeude;nein;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;66990790;47.54820699461018,7.58816131283462
510;142.125;Basel SBB;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 6;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856146;47.54708858120568,7.588170669067029
510;142.125;Basel SBB;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 4;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856160;47.54731735534118,7.588338989334033
511;1.097;Basel SBB;Stehend;Stehend;Beidseitig;Mast 202;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38852327;47.54333516666224,7.601646526458768
514;142.061;Basel SBB;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 7;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856128;47.54691673913732,7.588014982711861
514;142.061;Basel SBB;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 8;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38851353;47.54669434996501,7.587874844018053
514;142.213;Basel SBB;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 6;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856440;47.54646419593666,7.58983118788056
514;142.3;Basel SBB;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 6;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856426;47.54615888967049,7.590904711008399
522;4.521;Basel SBB RB;Stehend;Stehend;Beidseitig;Fahrleitungsjoch;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855645;47.536946201636006,7.645319846051064
523;4.191;Basel Kleinhuningen Hafen;Stehend;Stehend;Beidseitig;Mast 106;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38856589;47.577019363889384,7.587298253888137
540;39.344;Olten;Haengend;Haengend;Beidseitig;Dach_BE Perronhalle 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38853495;47.35230280224549,7.907804356308021
540;44.878;Daniken RB;Stehend;Stehend;Beidseitig;Mast 270;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849773;47.35285422150012,7.969895745190254
570;5.927;Luzern Verkehrshaus;Haengend;Haengend;Beidseitig;Ausruestungsstaender Kombistander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38858258;47.05396489810364,8.337138729335157
570;16.132;Kussnacht am Rigi;Haengend;Haengend;;Dach_BE Perrondach Gleis 1/2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38859785;47.08324281306996,8.43285743480188
600;8.829;Arth-Goldau;Haengend;Haengend;Beidseitig;;ja;ja;SBB Infrastruktur;100;SBB;Sud > Erstfeld;Sud > Erstfeld;196047784;47.0490537760753,8.548980858941903
