Line;KM;Stop name;Befestigung text;Befestigung Auswahl;Type of display;Mounted on;Lighting;Second hand;EIGENTuMER;ANTEIL EIGENTUM;EIGENTuMER GRUPPE;IH-EA;IH-TC;FID;Geopos
297;10.872;Niederscherli;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;38860239;46.886424460452794,7.388336620616035
298;5.091;Bern Weissenbuhl;Hauswand;ANDERE;Einseitig;Gebaeude;nein;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859373;46.93584318733153,7.430141141119385
298;12.702;Belp;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;38858039;46.88881014676756,7.498508872027171
298;12.827;Belp;ANDERE;ANDERE;Beidseitig;Kandelaber;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;140089655;46.88776920327556,7.499138086308846
298;12.85;Belp;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;142543321;46.88760979080107,7.499359005121216
298;16.098;Toffen;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859649;46.85883869163727,7.496163699651529
298;25.716;Seftigen;Seitlich;Seitlich;Beidseitig;Gebaeude;nein;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857520;46.78692012638068,7.540259758186051
299;136.39;Thun;Haengend;Haengend;Beidseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858002;46.758455209318534,7.6232917793510895
300;6.83;Mulenen;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;75166145;46.63815487334208,7.6911144413517665
300;13.493;Frutigen;Haengend;Haengend;Beidseitig;Fahrleitungsjoch;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860311;46.58929998460296,7.6517416614546825
300;13.528;Frutigen;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38861272;46.58901157736691,7.651504957658202
300;31.524;Kandersteg;Haengend;Haengend;Beidseitig;Mast 47;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858571;46.49587016293274,7.671602091802043
300;31.559;Kandersteg;Hauswand;ANDERE;Einseitig;;nein;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859860;46.49552509364576,7.671701496746716
300;48.459;Goppenstein;Seitlich;Seitlich;Beidseitig;;ja;ja;BLS Netz AG;100;BLS;West > Brig;West > Brig;122966175;46.36760605296989,7.755154318057676
300;54.198;Hohtenn;Haengend;Haengend;Beidseitig;;ja;ja;BLS Netz AG;100;BLS;West > Brig;West > Brig;56585704;46.322473888266316,7.764156741698849
300;61.283;Ausserberg;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;West > Brig;West > Brig;123944469;46.31218083174643,7.844202922239894
310;9.733;Spiez;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860061;46.6868721049053,7.679208008153663
310;9.734;Spiez;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859505;46.686957976267664,7.679366206284612
310;9.78;Spiez;Haengend - Wand;Haengend;Einseitig;;nein;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859335;46.68625832261586,7.679109113581222
310;9.853;Spiez;Stehend;Stehend;;Ausruestungsstaender Andere;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859950;46.686244692044696,7.680543528549363
310;9.904;Spiez;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859641;46.68562558488167,7.6805214960984936
310;10.008;Spiez;Haengend;Haengend;Beidseitig;Fahrleitungsjoch;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858935;46.68488006172552,7.681362224569577
310;18.506;Leissigen;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858904;46.65539802234538,7.7749932047811745
310;25.931;Interlaken West;;;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;245357769;46.681889439108375,7.851279135580645
310;26.034;Interlaken West;Seitlich;Seitlich;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859269;46.682784519635966,7.851729921134696
310;28.04;Interlaken Ost;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38859260;46.691054763785644,7.8699183669210395
310;28.04;Interlaken Ost;Haengend;Haengend;Beidseitig;Mast 27A;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38854388;46.690908134149765,7.869951958307692
320;9.256;Oey-Diemtigen;Haengend;Haengend;Beidseitig;Ausruestungsstaender Andere;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860134;46.66007999724683,7.580166012328115
320;25.922;Boltigen;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860044;46.627157046476896,7.390046651297805
320;28.89;Weissenbach;Hauswand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860217;46.60351433984687,7.374298794966954
410;39.331;Olten;Seitlich;Seitlich;Einseitig;;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;181748677;47.35159462032515,7.907438906091006
410;40.596;Olten Hammer;Haengend;Haengend;Beidseitig;Dach_BE Zwischenperrondach;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38861378;47.34833871554752,7.89801608393834
410;47.29;Harkingen Post;Seitlich;Seitlich;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38858760;47.32296065848679,7.819782695718793
410;56.54;Oensingen;Haengend;Haengend;Beidseitig;Dach_BE PD Gleis 3/4;ja;ja;SBB Konzern;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;258099540;47.285389837997045,7.71095475502396
410;58.566;Niederbipp;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38854735;47.27064676619671,7.695328315011673
410;58.622;Niederbipp;Seitlich;Seitlich;Beidseitig;Dach_BE Dach Zugang AG;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38854739;47.27037718764554,7.694611178182657
410;73.612;Solothurn;Seitlich;Seitlich;Beidseitig;Mast 268;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38854691;47.204493787290716,7.545376135176046
410;80.69;Selzach;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38855377;47.200624458402025,7.4566579379390525
410;85.145;Grenchen Sud;Stehend;Stehend;Beidseitig;Ausruestungsstaender Candelabre <6m;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38855369;47.18905585864891,7.400372800593408
410;87.981;Lengnau BE;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854248;47.17952997455721,7.366646388846435
410;93.974;Biel/Bienne Bozingenfeld/Champ;Lateral;Seitlich;Beidseitig;Ausruestungsstaender Kippstander;ja;ja;SBB Infrastruktur;100;SBB;West > Biel;West > Biel;142836146;47.1583839472934,7.2947686844037465
410;96.245;Biel Mett;Lateralement;Seitlich;Beidseitig;Mast 5;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38855359;47.14471774097094,7.272588847114164
410;99.336;Biel/Bienne;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38854998;47.13258873605545,7.2431739832481306
410;99.363;Biel/Bienne;Haengend;Haengend;Beidseitig;Dach_BE Perrondach RV 05;ja;ja;Migration ausstehend;100;unbekannt;West > Biel;West > Biel;38856888;47.13227211457187,7.242552900476576
417;60.897;Langenthal GB;Seitlich;Seitlich;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38857141;47.21413770900697,7.763257655401176
420;5.337;Lommiswil;Haengend;Haengend;Beidseitig;;;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;169822230;47.21856686351143,7.469617189262865
421;16.747;Kirchberg-Alchenfluh;UNBEKANNT;UNBEKANNT;Beidseitig;Gebaeude;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;38859940;47.083000827992734,7.5808953405548065
430;0.032;Hasle-Ruegsau;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858613;47.01590165647977,7.655830569381557
430;8.869;Walkringen;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38861411;46.947640722162475,7.619130974844481
430;12.109;Biglen;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;264950606;46.92456993996495,7.6270177784836015
430;18.794;Konolfingen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3/4;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Bern;Mitte > Bern;255891626;46.88031421208308,7.620906029608835
430;23.578;Oberdiessbach;Haengend;Haengend;Beidseitig;Dach_BE Perrondach;ja;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;234604595;46.83995584268361,7.617919712292399
430;23.641;Oberdiessbach;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860320;46.839386110025124,7.617829364990479
430;29.32;Heimberg;Seitlich;Seitlich;Beidseitig;Mast 15;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858590;46.79140082985275,7.605563893473501
440;24.453;Oberburg;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38860012;47.03958325093493,7.629549207609983
440;27.817;Hasle-Ruegsau;Seitlich;Seitlich;Beidseitig;Mast 31;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38859994;47.01624414665862,7.655366562332987
440;32.657;Ramsei;Haengend;Haengend;Beidseitig;Dach_BE 1;nein;ja;BLS Netz AG;100;BLS;Mitte > Bern;Mitte > Bern;239436081;46.99677987509326,7.71101154589529
441;0.031;Langenthal;Haengend;Haengend;Beidseitig;;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849529;47.21690662891221,7.784053775298993
441;3.355;Lotzwil;Seitlich;Seitlich;;Kandelaber;ja;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;249118385;47.18992398226852,7.7883328849137
441;3.437;Lotzwil;Haengend;Haengend;Beidseitig;;;nein;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;159592171;47.18923203738873,7.788715768645793
442;19.437;Huttwil;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;200752419;47.11461051447573,7.842173497479225
442;19.47;Huttwil;Haengend;Haengend;;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;200754085;47.11450145732912,7.842594625084405
445;0.039;Huttwil;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;200756498;47.11449157843929,7.8431178909552814
445;7.613;Zell LU;;;Beidseitig;;;ja;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;159670156;47.136755360075185,7.926425085986771
445;11.109;Gettnau;;;Beidseitig;Fahrleitungsjoch;;;BLS Netz AG;100;BLS;Mitte > Olten & Brugg;Mitte > Olten & Basel;168182220;47.14016371713344,7.970408068927877
450;54.521;Roggwil-Wynau;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38856079;47.25163948326731,7.814490478910072
450;59.036;Langenthal;Seitlich;Seitlich;Beidseitig;Gebaeude;;ja;SBB Infrastruktur;100;SBB;Mitte > Olten & Brugg;Mitte > Olten & Basel;136928377;47.21773410006642,7.785487138944548
450;59.263;Langenthal;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849524;47.217007534761194,7.783938634413693
450;83.27;Burgdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2 SBB;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38856751;47.0607711638674,7.623303987964421
450;83.337;Burgdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2 SBB;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38849187;47.06078702401668,7.622418708505291
450;83.403;Burgdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3 EBT;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38849197;47.06099507516016,7.621560828664421
450;86.543;Lyssach;Seitlich;Seitlich;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38856773;47.06381123911619,7.581246140800434
450;89.713;Hindelbank;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38854308;47.04960224988192,7.545557321794356
450;94.968;Schonbuhl SBB;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38861147;47.018583728070865,7.498416079702
450;98.683;Zollikofen;an Brucke;ANDERE;Einseitig;Bruecke_Unterbau;;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;67409879;47.002787425430704,7.4637975264769825
450;98.797;Zollikofen;Haengend;Haengend;Beidseitig;Dach_BE Marquise BV quai 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857670;47.00189234738533,7.462993482126577
450;98.805;Zollikofen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38856256;47.00177701579941,7.463152252962894
450;98.864;Zollikofen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;66837541;47.001285488750824,7.462885387108863
450;102.883;Bern Wankdorf;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kippstander;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38861179;46.96805974896664,7.466294726488812
450;106.121;Bern;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;SBB Konzern;100;SBB;Mitte > Bern;Mitte > Bern;272349396;46.94947117207504,7.438979232583058
451;43.015;Aarburg-Oftringen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Olten & Brugg;Mitte > Olten & Basel;38849909;47.320297210064425,7.908474085927141
460;17.202;Tagertschi;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858219;46.88250233412854,7.580897460099003
460;20.522;Konolfingen;Seitlich;Seitlich;Einseitig;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38851490;46.880813426970334,7.621317944096339
460;30.446;Signau;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 1;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38857998;46.9201203434756,7.726199931773782
460;30.446;Signau;Seitlich;Seitlich;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38858162;46.920055396496416,7.726304482933694
460;37.505;Langnau i.E.;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38851521;46.93891703862899,7.78444761116489
460;37.507;Langnau i.E.;Seitlich;Seitlich;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Bern;Mitte > Bern;38851518;46.9390793345692,7.784676398208321
470;0.126;Luzern;;;Einseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052362;47.05048618528218,8.311276682599091
470;0.126;Luzern;Haengend;Haengend;Beidseitig;;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;145052354;47.050739586531805,8.310740754540218
470;0.199;Luzern;Haengend;Haengend;Beidseitig;Dach_BE Perronhalle 6;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38856323;47.049567488724016,8.310871512369946
470;0.359;Luzern;;;Einseitig;Ausruestungsstaender Andere;ja;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;147021081;47.048118471391874,8.310875524646415
470;4.429;Horw;Seitlich;Seitlich;Beidseitig;Dach_BE PD Gleis 2/3 Horw;ja;ja;SBB Konzern;100;SBB;Mitte > Luzern;Mitte > Luzern;264216243;47.01796463000588,8.306740603416896
470;14.879;Alpnach Dorf;Haengend;Haengend;Beidseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38855050;46.940564424939105,8.27533395998981
470;20.691;Sarnen;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Candelabre <6m;;;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;214758075;46.894111248125874,8.247648263113584
470;23.403;Sachseln;;UNBEKANNT;Beidseitig;Ausruestungsstaender Candelabre <6m;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38857420;46.87123043334286,8.238593592478047
470;23.437;Sachseln;;UNBEKANNT;;Gebaeude;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38849350;46.870907637830015,8.238343962731257
470;29.277;Giswil;Haengend;Haengend;Beidseitig;Dach_BE Perrondach;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;120672200;46.83636968713812,8.18656827255196
470;35.77;Lungern;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 1;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;120972464;46.78665481490115,8.163687574520013
470;40.094;Brunig-Hasliberg;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kippstander;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;160553859;46.75761047478865,8.138487513958003
470;45.437;Meiringen;Seitlich;Seitlich;Beidseitig;Ausruestungsstaender Kippstander;ja;ja;Zentralbahn;100;weitere KTUs;Mitte > Luzern;Mitte > Luzern;38860025;46.72728590853447,8.18377136270055
480;2.674;Stansstad;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;206227618;46.97654102325714,8.336598647572202
480;5.8;Stans;Haengend;Haengend;Beidseitig;Dach_BE automatisiert;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Luzern;Mitte > Luzern;38858806;46.95845125866714,8.366215954059344
480;12.528;Wolfenschiessen;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2/3;ja;ja;SBB Infrastruktur;100;SBB;Mitte > Luzern;Mitte > Luzern;173957237;46.90780800061387,8.394668107043143
480;24.672;Engelberg;Haengend;Haengend;Beidseitig;Dach_BE PD 01;ja;ja;Zentralbahn;100;weitere KTUs;Mitte > Luzern;Mitte > Luzern;38859043;46.81944739610684,8.402096047571284
500;0.0;Basel SBB;an Wand;ANDERE;Einseitig;Gebaeude;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38858296;47.54689861582444,7.589141060457171
500;0.114;Basel SBB;Haengend;Haengend;Beidseitig;Fahrleitungsjoch;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38857263;47.54669900577059,7.590736075406056
500;1.94;Gellert;Seitlich;Seitlich;Beidseitig;Mast ?;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38861083;47.54404990735227,7.61267384856348
500;5.961;Muttenz;Stehend;Stehend;Beidseitig;Mast 783;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855697;47.52998298922604,7.661887152151691
500;6.008;Muttenz;Stehend;Stehend;Beidseitig;Mast 802;ja;nein;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855675;47.52922693970575,7.662032461546897
500;8.42;Pratteln;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 3;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38855025;47.52291010501358,7.69192264001397
500;12.197;Frenkendorf-Fullinsdorf;Haengend;Haengend;Beidseitig;Dach_BE Perrondach 2;ja;ja;Migration ausstehend;100;unbekannt;Mitte > Basel;Mitte > Olten & Basel;38851176;47.50148685770424,7.7189454600238765
